network,network_label,section_id,model,expert_type,run_id,pair_id,source,target,prompt_id,protocol,direction_label
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_014,Surface Water,Road Safety,docx_llm_survey_v1,edge_based,1
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_015,Umbrella Sales,Number of Fatalities,docx_llm_survey_v1,edge_based,0
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_016,Speed Limit,School Route,docx_llm_survey_v1,edge_based,-1
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_017,Umbrella Sales,Road Safety,docx_llm_survey_v1,edge_based,0
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_018,Speed Limit,Cycle Lanes,docx_llm_survey_v1,edge_based,0
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_019,Rain,Visibility,docx_llm_survey_v1,edge_based,1
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_020,Speed Limit,Number of Car Crashes,docx_llm_survey_v1,edge_based,1
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_021,Rain,Surface Water,docx_llm_survey_v1,edge_based,1
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_022,Speed Limit,Number of Fatalities,docx_llm_survey_v1,edge_based,1
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_023,Rain,Speed Limit,docx_llm_survey_v1,edge_based,0
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_024,Speed Limit,Road Safety,docx_llm_survey_v1,edge_based,1
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_025,Rain,School Route,docx_llm_survey_v1,edge_based,0
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_026,School Route,Cycle Lanes,docx_llm_survey_v1,edge_based,0
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_027,Rain,Cycle Lanes,docx_llm_survey_v1,edge_based,0
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_028,School Route,Number of Car Crashes,docx_llm_survey_v1,edge_based,0
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_029,Rain,Number of Car Crashes,docx_llm_survey_v1,edge_based,1
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_030,School Route,Number of Fatalities,docx_llm_survey_v1,edge_based,0
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_031,Rain,Number of Fatalities,docx_llm_survey_v1,edge_based,0
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_032,School Route,Road Safety,docx_llm_survey_v1,edge_based,0
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_033,Rain,Road Safety,docx_llm_survey_v1,edge_based,1
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_034,Cycle Lanes,Number of Car Crashes,docx_llm_survey_v1,edge_based,1
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_035,Visibility,Surface Water,docx_llm_survey_v1,edge_based,-1
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_036,Cycle Lanes,Number of Fatalities,docx_llm_survey_v1,edge_based,1
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_037,Visibility,Speed Limit,docx_llm_survey_v1,edge_based,0
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_038,Cycle Lanes,Road Safety,docx_llm_survey_v1,edge_based,1
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_039,Visibility,School Route,docx_llm_survey_v1,edge_based,0
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_040,Number of Car Crashes,Number of Fatalities,docx_llm_survey_v1,edge_based,1
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_041,Visibility,Cycle Lanes,docx_llm_survey_v1,edge_based,0
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_042,Number of Car Crashes,Road Safety,docx_llm_survey_v1,edge_based,1
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_043,Visibility,Number of Car Crashes,docx_llm_survey_v1,edge_based,1
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_044,Number of Fatalities,Road Safety,docx_llm_survey_v1,edge_based,1
road_safety,Road Safety,2.10,ChatGPT 4.0,llm_simulated_expert,run_001,road_safety_pair_045,Visibility,Number of Fatalities,docx_llm_survey_v1,edge_based,0
