network,network_label,section_id,model,expert_type,run_id,pair_id,source,target,prompt_id,protocol,raw_score
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_017,Percolation,Diarrhoea,docx_llm_survey_v1,ordering_based,3
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_018,Population Density,Fat/Oil,docx_llm_survey_v1,ordering_based,6
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_019,Percolation,Typhoid,docx_llm_survey_v1,ordering_based,3
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_020,Population Density,Bacteria Count,docx_llm_survey_v1,ordering_based,7
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_021,Rainfall,Flooding,docx_llm_survey_v1,ordering_based,9
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_022,Population Density,Diarrhoea,docx_llm_survey_v1,ordering_based,7
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_023,Rainfall,Elevation,docx_llm_survey_v1,ordering_based,0
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_024,Population Density,Typhoid,docx_llm_survey_v1,ordering_based,7
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_025,Rainfall,Population Density,docx_llm_survey_v1,ordering_based,-2
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_026,Land Use,Nitrogen,docx_llm_survey_v1,ordering_based,8
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_027,Rainfall,Land Use,docx_llm_survey_v1,ordering_based,0
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_028,Land Use,Fat/Oil,docx_llm_survey_v1,ordering_based,6
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_029,Rainfall,Nitrogen,docx_llm_survey_v1,ordering_based,6
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_030,Land Use,Bacteria Count,docx_llm_survey_v1,ordering_based,6
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_031,Rainfall,Fat/Oil,docx_llm_survey_v1,ordering_based,4
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_032,Land Use,Diarrhoea,docx_llm_survey_v1,ordering_based,5
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_033,Rainfall,Bacteria Count,docx_llm_survey_v1,ordering_based,7
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_034,Land Use,Typhoid,docx_llm_survey_v1,ordering_based,5
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_035,Rainfall,Diarrhoea,docx_llm_survey_v1,ordering_based,6
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_036,Nitrogen,Fat/Oil,docx_llm_survey_v1,ordering_based,0
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_037,Rainfall,Typhoid,docx_llm_survey_v1,ordering_based,5
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_038,Nitrogen,Bacteria Count,docx_llm_survey_v1,ordering_based,4
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_039,Flooding,Elevation,docx_llm_survey_v1,ordering_based,-9
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_040,Nitrogen,Diarrhoea,docx_llm_survey_v1,ordering_based,3
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_041,Flooding,Population Density,docx_llm_survey_v1,ordering_based,-2
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_042,Nitrogen,Typhoid,docx_llm_survey_v1,ordering_based,2
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_043,Flooding,Land Use,docx_llm_survey_v1,ordering_based,-4
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_044,Fat/Oil,Bacteria Count,docx_llm_survey_v1,ordering_based,3
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_045,Flooding,Nitrogen,docx_llm_survey_v1,ordering_based,6
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_046,Fat/Oil,Diarrhoea,docx_llm_survey_v1,ordering_based,2
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_047,Flooding,Fat/Oil,docx_llm_survey_v1,ordering_based,5
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_048,Fat/Oil,Typhoid,docx_llm_survey_v1,ordering_based,1
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_049,Flooding,Bacteria Count,docx_llm_survey_v1,ordering_based,8
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_050,Bacteria Count,Diarrhoea,docx_llm_survey_v1,ordering_based,9
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_051,Flooding,Diarrhoea,docx_llm_survey_v1,ordering_based,8
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_052,Bacteria Count,Typhoid,docx_llm_survey_v1,ordering_based,9
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_053,Flooding,Typhoid,docx_llm_survey_v1,ordering_based,8
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_054,Diarrhoea,Typhoid,docx_llm_survey_v1,ordering_based,0
environmental_factors_leading_to_waterborne_diseases,Environmental Factors leading to Waterborne Diseases,2.4,ChatGPT 4.0,llm_simulated_expert,run_001,environmental_factors_leading_to_waterborne_diseases_pair_055,Elevation,Population Density,docx_llm_survey_v1,ordering_based,3
